YEAR,WATERWAY,SITE,SUBJECT,NB,DATE,DAY_SEP6,MONTH,EGGS_IN_NEST,SUCCESS,FATE,EGG_SURV,EGG_SURV_CAT,EGG_CLUMPS,CHAMB_START,CHAMB_STOP,DEV_STAGE,PIT,SVL,TL,MALE_CLASS,TG,MASS,TOT_LENG_S,CARE_PROP,CARE_FREQ,CARE_MEAN,FAN_PROP,FAN_FREQ,FAN_MEAN,AGIT_PROP,AGIT_FREQ,AGIT_MEAN,TFAN_PROP,TFAN_FREQ,TFAN_MEAN,ROCKTAIL_PROP,ROCKTAIL_FREQ,ROCKTAIL_MEAN,ROCKAG_PROP,ROCKAG_FREQ,ROCKAG_MEAN,WALKAG_PROP,WALKAG_FREQ,WALKAG_MEAN,HEADAG_PROP,HEADAG_FREQ,HEADAG_MEAN,CANN_PROP,CANN_FREQ,CANN_MEAN,PROP_UNKMOT,GUARD_PROP,GUARD_FREQ,GUARD_MEAN,ROCKO2_PROP,ROCKO2_FREQ,ROCKO2_MEAN,POS_CHAMB_PROP,POS_TUN_PROP,POS_OUT_PROP,PROP_NOCARE,PROP_WALK,PROP_SBREATH,PROP_YAWN,PROP_STILL,DEPTH,TEMP,PH,COND,DO,VID_ID
2021,L,C,L_NB35_2021,35,9/19/2021,13,SEPT,136,0,ABANDON,0,LOW,7,19:03:56,23:56:02,EGGS,9.89E+14,28.8,45.2,OLD,32,595,17529.53,0.376,1086,6.047998158,0.206,570,6.321468421,0.17,516,5.745908915,0.117,336,6.093,0.089,234,6.65,0.094,378,4.338,0.066,111,10.369,0.01,27,6.454,0,0,0,0,0.008,1,144.569,0.012,66,3.116,0.797,0.203,0,0.017,0.004,0,0.001,0.607,25.7,20.8,8.99,205.3,8.73,2021_LM_CHURCH_NB35_AQVU_9.19.21_DUAL
2021,L,C,L_NB35_2021,35,9/25/2021,19,SEPT,136,0,ABANDON,0,LOW,7,18:33:28,22:22:33,EGGS,9.89E+14,28.8,45.2,OLD,32,595,13749.91,0.196,472,5.697875,0.096,210,6.256809524,0.095,261,5.025482759,0.089,192,6.373,0.007,18,5.014,0.032,161,2.733,0.05,70,9.808,0.013,30,6.168,0.005,1,63.816,0,0,0,0,0,2,2.872,0.833,0.167,0,0.001,0.001,0,0,0.803,38.5,15.9,8.82,123.2,9.53,2021_LM_CHURCH_NB35_AQVU_9.25.21_DUAL
2021,L,C,L_NB35_2021,35,10/5/2021,29,OCT,136,0,ABANDON,0,LOW,7,16:55:44,20:55:21,EGGS,9.89E+14,28.8,45.2,OLD,32,595,14405.67,0.269,762,5.088784777,0.159,429,5.321503497,0.11,333,4.788975976,0.007,18,5.398,0.152,411,5.318,0.076,261,4.208,0.032,66,7.01,0.002,6,5.646,0,0,0,0,0.034,2,243.694,0.024,100,3.468,0.691,0.309,0,0.039,0.014,0,0.001,0.692,29.5,18.9,8.72,159.5,6.23,2021_LM_CHURCH_NB35_EZSPY_10.5.21_DUAL
2021,L,C,L_NB35_2021,35,10/13/2021,37,OCT,136,0,ABANDON,0,LOW,7,16:00:30,20:42:37,HATCH,9.89E+14,28.8,45.2,OLD,32,595,16931.16,0.2,625,5.4250128,0.091,287,5.39228223,0.109,338,5.452804734,0.002,7,6.023,0.089,280,5.377,0.058,247,3.951,0.051,91,9.53,0,0,0,0,0,0,0,0.013,3,76.081,0.006,38,2.809,0.612,0.388,0,0.022,0.015,0,0.001,0.778,25.9,19.3,8.81,197.2,6.56,2021_LM_CHURCH_NB35_10.13.21_AQVU_DUAL
2021,L,T,L_NB65_2021,65,9/18/2021,12,SEPT,209,1,ATTENDED,0.148325359,LOW,5,16:39:53,21:39:23,EGGS,102*567*631,33.5,51.2,OLD,39,826,18010.32,0.597,1378,7.807109579,0.083,178,8.082264542,0.506,1191,7.654649034,0,0,0,0.083,178,8.416,0.418,870,8.656,0.062,207,5.383,0.026,114,4.135,0.008,9,15.946,0,0.019,3,111.718,0.183,392,8.43,0.595,0.405,0,0.189,0.005,0,0.001,0.214,33.5,21.9,8.57,200.2,9.06,2021_LM_TRAVIS_NB65_EZSPY_9.18.21_DUAL
2021,L,T,L_NB65_2021,65,10/1/2021,25,OCT,209,1,ATTENDED,0.148325359,LOW,5,19:28:10,23:05:57,EGGS,102*567*631,33.5,51.2,OLD,39,826,13071.63,0.237,913,3.391406353,0,0,0,0.237,913,3.391406353,0,0,0,0,0,0,0.188,824,2.988,0.049,89,7.128,0,0,0,0,0,0,0,0,0,0,0.1,439,2.972,0.693,0.306,0,0.109,0.008,0,0.001,0.654,31.3,16,9.39,161.9,7.19,2021_LM_TRAVIS_NB65_10.1.21_AQVU_DUAL
2021,L,T,L_NB65_2021,65,10/6/2021,30,OCT,209,1,ATTENDED,0.148325359,LOW,5,18:46:57,23:46:28,EGGS,102*567*631,33.5,51.2,OLD,39,826,18005.46,0.255,1296,3.536002315,0.109,659,2.965417299,0.145,635,4.123814173,0,0,0,0.109,659,2.965,0.1,525,3.422,0.04,89,8.158,0.005,21,4.577,0.001,2,4.914,0,0.16,10,287.695,0.096,580,2.983,0.284,0.716,0,0.108,0.011,0,0.001,0.637,38.8,15.2,8.96,159.8,7.98,2021_LM_TRAVIS_NB65_EZSPY_10.6.21_DUAL
2021,L,T,L_NB65_2021,65,10/14/2021,38,OCT,209,1,ATTENDED,0.148325359,LOW,5,14:54:18,18:21:27,HATCH,102*567*631,33.5,51.2,OLD,39,826,12433.83,0.324,1037,3.897923819,0.063,187,4.206470588,0.261,850,3.830043529,0.005,17,3.722,0.058,170,4.255,0.191,744,3.194,0.066,94,8.786,0.004,12,4.452,0,0,0,0,0,0,0,0.009,38,2.782,0.861,0.139,0,0.015,0.006,0,0,0.661,33.7,18.5,8.29,188.3,7.52,2021_LM_TRAVIS_NB65_10.14.21_AQVU_DUAL
2021,L,T,L_NB65_2021,65,11/10/2021,65,NOV,209,1,ATTENDED,0.148325359,LOW,5,16:59:42,21:59:13,LARVAE,102*567*631,33.5,51.2,OLD,39,826,18005.92,0.019,66,5.285242424,0.001,3,8.515666667,0.018,63,5.131412698,0,0,0,0.001,3,8.516,0.01,41,4.521,0.008,22,6.269,0,0,0,0,0,0,0,0.002,1,40.6,0.139,563,4.436,0.438,0.562,0,0.148,0.008,0,0.001,0.833,32,8.3,8.33,144.9,13.1,2021_LM_TRAVIS_NB65_EZSPY_11.10.21_DUAL
2021,L,T,L_NB74_2021,74,9/18/2021,12,SEPT,514,1,ATTENDED,0.854085603,HIGH,1,16:10:58,20:10:35,EGGS,096*030*116,36.9,59.5,OLD,39.5,1020,14405.29,0.864,882,14.10327211,0.735,577,18.34095321,0.129,305,6.086413115,0,0,0,0.735,577,18.341,0.054,108,7.232,0.059,151,5.619,0.016,46,4.93,0,0,0,0,0.032,3,151.635,0,1,3.103,0.704,0.296,0,0.001,0.001,0,0,0.135,30.3,22.1,9.01,200.6,9.02,2021_LM_TRAVIS_NB74_EZSPY_FIRST5HRS_9.18.21_DUAL
2021,L,T,L_NB74_2021,74,10/1/2021,25,OCT,514,1,ATTENDED,0.854085603,HIGH,1,18:53:04,23:52:35,EGGS,096*030*116,36.9,59.5,OLD,39.5,1020,18005.38,0.325,844,6.892913507,0.228,553,7.400094033,0.086,284,5.404373239,0.127,299,7.631,0.101,254,7.128,0.047,203,4.177,0.035,69,9.021,0.004,12,5.374,0.011,7,27.218,0,0.088,2,794.065,0,0,0,0.212,0.788,0,0.001,0,0,0.001,0.674,29.3,16.1,9.2,159.1,7.51,2021_LM_TRAVIS_NB74_EZSPY_10.1.21_DUAL
2021,L,T,L_NB74_2021,74,10/6/2021,30,OCT,514,1,ATTENDED,0.854085603,HIGH,1,19:17:45,23:43:58,EGGS,096*030*116,36.9,59.5,OLD,39.5,1020,15977.27,0.503,1464,5.482887978,0.34,988,5.492730769,0.163,476,5.462457983,0.027,85,5.009,0.313,903,5.538,0.071,276,4.089,0.083,173,7.643,0.009,27,5.533,0,0,0,0,0.449,14,512.663,0,0,0,0.189,0.81,0.001,0.002,0.002,0,0,0.495,30.5,16.1,9.35,161.9,7.07,2021_LM_TRAVIS_NB74_10.6.21_AQVU_DUAL
2021,L,T,L_NB74_2021,74,11/10/2021,65,NOV,514,1,ATTENDED,0.854085603,HIGH,1,16:37:43,21:04:42,LARVAE,096*030*116,36.9,59.5,OLD,39.5,1020,16024.42,0.293,734,6.403663488,0.215,517,6.311103825,0.073,215,5.478539535,0,0,0,0.215,517,6.657,0.061,190,5.161,0.012,25,7.892,0,0,0,0.005,2,40.28,0,0.218,5,700.164,0.041,123,5.354,0.196,0.804,0,0.059,0.017,0,0.001,0.648,29.5,8.2,8.39,144.8,12.58,2021_LM_TRAVIS_NB74_11.10.21_AQVU_DUAL
2021,L,B,L_NB9_2021,9,10/1/2021,25,OCT,217,1,ATTENDED,0.963133641,HIGH,4,15:58:11,20:38:11,EGGS,9.89E+14,20.9,34.1,YOUNG,24,295,16832.42,0.38,1010,6.327063366,0.158,436,6.10981422,0.218,573,6.373605585,0.052,189,4.639,0.106,247,7.235,0.102,348,4.917,0.107,193,9.303,0.009,32,4.544,0.004,1,74.379,0,0.02,1,334.88,0,0,0,0.793,0.207,0,0.006,0.006,0,0,0.614,21.5,13.6,8.48,164.6,8.53,2021_LM_BRIDGE_NB9_EZSPY_10.1.21_DUAL
2021,L,B,L_NB9_2021,9,10/15/2021,39,OCT,217,1,ATTENDED,0.963133641,HIGH,4,13:51:44,17:19:44,HATCH,9.89E+14,20.9,34.1,YOUNG,24,295,12485.11,0.618,310,24.89525806,0.566,233,30.31841631,0.029,71,5.139647887,0.511,203,31.409,0.055,30,22.942,0.01,37,3.392,0.019,34,7.041,0,0,0,0,0,0,0.023,0,0,0,0.004,14,3.155,0.602,0.398,0,0.015,0.01,0,0.001,0.367,21.7,17.6,7.94,207.9,5.8,2021_LM_BRIDGE_NB9_10.15.21_DUAL
2021,L,B,L_NB9_2021,9,11/5/2021,60,NOV,217,1,ATTENDED,0.963133641,HIGH,4,15:25:39,19:48:08,LARVAE,9.89E+14,20.9,34.1,YOUNG,24,295,13113.37,0.129,131,12.91270229,0.105,98,13.96995918,0.024,33,9.772969697,0.032,30,13.859,0.073,68,14.019,0.002,8,4.062,0.02,20,13.075,0.002,5,5.7,0,0,0,0,0.02,1,259.749,0.056,109,6.764,0.135,0.865,0,0.07,0.014,0,0,0.801,29.4,4.6,8.05,124.2,13.93,2021_LM_BRIDGE_NB9_11.5.21_DUAL
2019,L,B,L_NB6_2019,6,9/28/2019,22,SEPT,279,1,ATTENDED,0.964157706,HIGH,2,15:37:22,19:38:23,EGGS,4c185a746e,34.9,54.6,OLD,28,910,14464.58,0.967,329,42.47843769,0.613,161,55.03204348,0.354,168,30.44789881,0,0,0,0.613,161,55.032,0.339,149,32.903,0.015,19,11.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0.227,0,0,0,0,0,0.033,32,17,8.63,262.1,7.81,2019_LM_BRIDGE_NB6_9.28.19_AQVU_DUAL
2019,L,B,L_NB6_2019,6,10/6/2019,30,OCT,279,1,ATTENDED,0.964157706,HIGH,2,18:50:58,24:04:26,HATCH,4c185a746e,34.9,54.6,OLD,28,910,18812.17,0.714,596,22.53240772,0.651,461,26.54989371,0.063,134,8.824835821,0.331,264,23.562,0.32,197,30.553,0,0,0,0.055,106,9.705,0.008,28,5.494,0,1,7.286,0,0.478,8,1123.539,0.015,28,9.762,0.309,0.691,0,0.023,0.008,0,0,0.263,28,15.8,8.04,278.2,10.23,2019_LM_BRIDGE_NB6_10.6.19_AQVU_DUAL
2019,L,B,L_NB6_2019,6,10/13/2019,37,OCT,279,1,ATTENDED,0.964157706,HIGH,2,16:05:01,20:28:03,LARVAE,4c185a746e,34.9,54.6,OLD,28,910,15784.09,0.433,474,14.43549156,0.316,290,17.20313448,0.099,183,8.585693989,0.316,290,17.203,0,0,0,0.007,18,6.004,0.067,99,10.722,0.025,66,6.085,0.018,1,282.332,0,0.017,2,137.05,0,0,0,0.509,0.29,0.201,0.011,0.011,0,0,0.556,31,11.3,8.31,198.7,11.09,2019_LM_BRIDGE_NB6_10.13.19_AQVU_DUAL
2019,L,B,L_NB6_2019,6,10/17/2019,41,OCT,279,1,ATTENDED,0.964157706,HIGH,2,16:39:10,21:06:46,LARVAE,4c185a746e,34.9,54.6,OLD,28,910,16134.63,0.104,190,8.864989474,0.002,2,14.3495,0.102,188,8.806643617,0.002,2,14.349,0,0,0,0.024,96,4.089,0.073,85,13.947,0.005,7,11.097,0,0,0,0,0,0,0,0.007,27,4.225,0.987,0.009,0,0.009,0.002,0,0,0.887,37.5,9,8.13,189.5,11.8,2019_LM_BRIDGE_NB6_10.17.19_AQVU_DUAL
2019,L,B,L_NB6_2019,6,11/6/2019,61,NOV,279,1,ATTENDED,0.964157706,HIGH,2,14:51:42,17:05:56,LARVAE,4c185a746e,34.9,54.6,OLD,28,910,8058.83,0.04,63,5.150444444,0,0,0,0.04,63,5.150444444,0,0,0,0,0,0,0.038,60,5.11,0.002,3,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0.96,41.5,6.4,8.28,124,11.95,2019_LM_BRIDGE_NB6_11.6.19_AQVU_DUAL
2019,L,B,L_NB6_2019,6,11/8/2019,63,NOV,279,1,ATTENDED,0.964157706,HIGH,2,14:25:22,18:44:19,LARVAE,4c185a746e,34.9,54.6,OLD,28,910,15540.41,0.071,215,5.079223256,0,0,0,0.071,215,5.079223256,0,0,0,0,0,0,0.054,192,4.339,0.017,23,11.262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.929,47,5,8.39,120.5,12.4,2019_LM_BRIDGE_NB6_11.8.19_AQVU_DUAL
2020,L,B,L_NB8_2020,8,9/12/2020,6,SEPT,249,0,ABANDON,0.586345382,MID,1,16:53:58,20:36:39,EGGS,9.89E+14,25.9,39.6,YOUNG,26,385,13368.34,0.258,470,7.361314894,0.066,128,6.952414063,0.184,341,7.228214076,0.066,127,6.964,0,1,5.5,0.064,213,4.045,0.112,118,12.668,0.008,10,10.831,0.008,1,105.088,0,0.016,3,71.484,0,0,0,0.898,0.102,0,0.008,0.008,0,0,0.734,9,21,8.51,327.7,7.91,2020_LM_BRIDGE_NB8_9.12.20_DUAL
2020,L,B,L_NB8_2020,8,9/24/2020,18,SEPT,249,0,ABANDON,0.586345382,MID,1,16:48:28,21:14:59,EGGS,9.89E+14,25.9,39.6,YOUNG,26,385,16000.49,0.595,1201,7.915147377,0.086,95,14.47353684,0.509,1106,7.351813743,0.003,9,5.253,0.083,86,15.439,0.454,1005,7.221,0.05,88,9.003,0.005,13,6.271,0,0,0,0,0,0,0,0,0,0,0.974,0.026,0,0,0,0,0,0.405,9,15.9,8.28,315.2,9.57,2020_LM_BRIDGE_NB8_9.24.20_AQVU_DUAL
2020,L,B,L_NB8_2020,8,9/29/2020,23,SEPT,249,0,ABANDON,0.586345382,MID,1,15:50:50,16:09:54,EGGS,9.89E+14,25.9,39.6,YOUNG,26,385,15519.72,0.379,996,5.905169679,0.021,72,4.518930556,0.358,924,6.013188312,0.005,16,4.565,0.016,56,4.506,0.276,791,5.415,0.066,90,11.32,0.016,43,5.909,0,0,0,0,0,0,0,0,0,0,0.965,0.035,0,0.002,0.002,0,0,0.619,13,15.2,8.31,316.1,9.82,2020_LM_BRIDGE_NB8_9.29.20_AQVU_DUAL
2020,L,B,L_NB8_2020,8,10/3/2020,27,OCT,249,0,ABANDON,0.586345382,MID,1,17:30:09,3:29:10,EGGS,9.89E+14,25.9,39.6,YOUNG,26,385,36022.69,0.151,962,5.678115385,0,0,0,0.151,962,5.678115385,0,0,0,0,0,0,0.097,782,4.482,0.049,154,11.451,0.005,26,7.476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.849,7,11.9,8.25,273.1,11.63,2020_LM_BRIDGE_NB8_10.3.20_EZSpy_DUAL
2020,L,B,L_NB8_2020,8,10/14/2020,38,NOV,249,0,ABANDON,0.586345382,MID,1,14:26:45,18:27:10,EGGS,9.89E+14,25.9,39.6,YOUNG,26,385,14430.73,0.693,892,11.21023655,0.385,312,17.77959936,0.308,580,7.676372414,0.019,5,54.4,0.366,307,17.183,0.234,460,7.356,0.055,81,9.735,0.019,39,7.174,0,0,0,0,0.015,2,111.367,0.005,14,4.952,0.95,0.049,0,0.008,0.003,0,0,0.299,9,13.9,8.15,305.7,8.4,2020_LM_BRIDGE_NB8_AQVU_10.14.20_DUAL
2020,T,L1,T_NB22_2020,22,9/19/2020,13,SEPT,153,0,ABANDON,0,LOW,1,17:06:48,20:48:43,EGGS,9.85E+14,26,40.2,YOUNG,33,405,13319.29,0.192,388,6.592046392,0.079,185,5.671081081,0.113,203,7.431349754,0.074,172,5.719,0.005,13,5.039,0.023,79,3.802,0.082,99,11.075,0.008,25,4.472,0,0,0,0,0.003,1,42.545,0.001,6,2.374,0.793,0.207,0,0.005,0.004,0,0,0.803,22,15.7,8.09,99,10.08,2020_TIO_L1_NB22_9.19.20_AQVU_DUAL
2020,T,L1,T_NB22_2020,22,10/4/2020,28,NOV,153,0,ABANDON,0,LOW,1,14:49:22,19:05:39,EGGS,9.85E+14,26,40.2,YOUNG,33,405,15379.15,0.084,212,6.080117925,0.049,146,5.110691781,0.035,66,8.224606061,0,0,0,0.049,146,5.111,0.002,7,3.757,0.033,57,8.961,0,2,2.886,0,0,0,0,0.016,2,121.244,0.005,26,2.673,0.214,0.058,0.728,0.013,0.008,0,0,0.903,21.5,13.6,8.3,98.8,10.84,2020_TIO_L1_N22_10.4.20_AQVU_DUAL
2019,T,L1,T_NB23_2019,23,9/15/2019,9,SEPT,263,1,ATTENDED,0.927756654,HIGH,5,12:37:07,16:47:55,EGGS,9.85E+14,26,40.2,YOUNG,32.5,410,15052.95,0.42,810,7.79388642,0.268,424,9.513037736,0.148,383,5.797749347,0.252,367,10.324,0.016,57,4.293,0.06,259,3.463,0.068,88,11.624,0.02,36,8.355,0.004,3,19.661,0,0,0,0,0.001,5,1.9,0.989,0.011,0,0.003,0.002,0,0,0.577,34.5,17.7,7.61,63,8.21,2019_TIO_L1_NB23_9.15.19_AQVU_CHAMBERONLY
2019,T,L1,T_NB23_2019,23,10/1/2019,25,OCT,263,1,ATTENDED,0.927756654,HIGH,5,17:48:06,22:00:41,EGGS,9.85E+14,26,40.2,YOUNG,32.5,410,15159.35,0.357,1430,3.782528671,0.073,345,3.22217971,0.28,1084,3.91174262,0.007,37,2.844,0.066,308,3.268,0.145,780,2.822,0.119,243,7.4,0.016,61,3.948,0.004,1,57.035,0,0.021,1,313.57,0.02,120,2.496,0.853,0.146,0,0.023,0.003,0,0,0.62,22.5,22.1,8.06,92.7,7.33,2019_TIO_L1_NB23_AQVU_10.1.19_CHAMBERONLY
2019,T,L1,T_NB23_2019,23,10/5/2019,29,OCT,263,1,ATTENDED,0.927756654,HIGH,5,14:06:45,18:42:49,HATCH,9.85E+14,26,40.2,YOUNG,32.5,410,16566.8,0.11,317,5.730488959,0.035,112,5.18975,0.074,204,6.01020098,0.011,37,5.071,0.024,75,5.248,0.015,70,3.572,0.051,106,7.909,0.008,28,4.918,0.001,1,9.232,0,0,0,0,0,0,0,0.994,0.005,0,0,0,0,0,0.89,21.5,13.1,8.18,75.1,9.72,GRIFFIN_TIO_L1_NB23_AVU_10.5.19_CHAMBERONLY
2019,T,L1,T_NB23_2019,23,10/8/2019,32,OCT,263,1,ATTENDED,0.927756654,HIGH,5,16:10:36,20:00:05,HATCH,9.85E+14,26,40.2,YOUNG,32.5,410,13791.86,0.105,294,4.943037415,0.041,127,4.435795276,0.064,167,5.328784431,0.03,93,4.45,0.011,34,4.398,0.013,69,2.599,0.047,87,7.523,0.004,11,5.098,0,0,0,0,0.024,1,337.34,0.001,5,3.001,0.941,0.059,0,0.004,0.003,0,0,0.891,29.5,17,7.86,69.6,10.25,GRIFFIN_2019_TIO_L1_NB23_AQVU_10.8.19_DUAL
2019,T,L1,T_NB23_2019,23,10/12/2019,36,OCT,263,1,ATTENDED,0.927756654,HIGH,5,14:39:09,18:52:19,HATCH,9.85E+14,26,40.2,YOUNG,32.5,410,15194.19,0.09,182,7.545296703,0.047,100,7.14401,0.043,81,8.121506173,0.045,96,7.184,0.002,4,6.188,0.001,5,4.45,0.035,48,10.942,0.007,28,3.942,0,1,1.001,0,0.005,1,82.386,0,2,2.625,0.994,0.006,0,0.001,0.001,0,0,0.909,22,14.2,7.91,68.4,10.83,GRIFFIN_2019_TIO_L1_NB23_10.12.19_AQVU_DUAL
